PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Name	Symbol	Alternate Names	Alternate Symbols	Is VIP	Has Variant Annotation	Cross-references	Has CPIC Dosing Guideline	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
PA33243	55276	HGNC:8906	ENSG00000169299	phosphoglucomutase 2	PGM2	phosphopentomutase	FLJ10983	Yes	No	Ensembl:ENSG00000169299, GenAtlas:PGM2, GeneCard:PGM2, HGNC:HGNC:8906, HumanCyc Gene:HS09924, ModBase:Q96G03, NCBI Gene:55276, OMIM:172000, RefSeq DNA:NT_016297, RefSeq Protein:NP_060760, RefSeq RNA:NM_018290, UniProtKB:Q96G03	No	chr4	37828282	37864559	37826660	37862938
PA134938366	283209	HGNC:20898	ENSG00000165434	phosphoglucomutase 2 like 1	PGM2L1	"""glucose-1,6-bisphosphate synthase"", ""phosphoglucomutase 2-like 1"""	BM32A, FLJ32029	Yes	No	Comparative Toxicogenomics Database:283209, Ensembl:ENSG00000165434, GeneCard:PGM2L1, HGNC:HGNC:20898, HumanCyc Gene:HS09231, ModBase:Q6PCE3, NCBI Gene:283209, OMIM:611610, RefSeq DNA:NT_167190, RefSeq Protein:NP_775853, RefSeq RNA:NM_173582, UniProtKB:Q6PCE3	No	chr11	74041361	74109502	74330312	74398465
PA33244	5238	HGNC:8907	ENSG00000013375	phosphoglucomutase 3	PGM3	acetylglucosamine phosphomutase, phosphoacetylglucosamine mutase	AGM1, DKFZP434B187, PAGM	Yes	No	Comparative Toxicogenomics Database:5238, Ensembl:ENSG00000013375, GenAtlas:PGM3, GeneCard:PGM3, HGNC:HGNC:8907, HumanCyc Gene:HS00347, ModBase:O95394, NCBI Gene:5238, OMIM:172100, RefSeq DNA:NT_007299, RefSeq Protein:NP_001186846, RefSeq Protein:NP_001186847, RefSeq Protein:NP_001186848, RefSeq Protein:NP_056414, RefSeq RNA:NM_001199917, RefSeq RNA:NM_001199918, RefSeq RNA:NM_001199919, RefSeq RNA:NM_015599, UCSC Genome Browser:NM_015599, UniProtKB:O95394	No	chr6	83874592	83903655	83150728	83193936
PA33245	5239	HGNC:8908	ENSG00000154330	phosphoglucomutase 5	PGM5	phosphoglucomutase-related protein	PGMRP	Yes	No	Ensembl:ENSG00000154330, GenAtlas:PGM5, GeneCard:PGM5, HGNC:HGNC:8908, HumanCyc Gene:HS07974, ModBase:Q15124, NCBI Gene:5239, OMIM:600981, RefSeq DNA:NT_008470, RefSeq Protein:NP_068800, RefSeq RNA:NM_021965, UCSC Genome Browser:NM_021965, UniProtKB:Q15124	No	chr9	70971815	71145977	68356438	68531061
PA142671178	653394	HGNC:28452		phosphoglucomutase 5 pseudogene 1	PGM5P1			Yes	No	GeneCard:PGM5P1, HGNC:HGNC:28452, NCBI Gene:653394, RefSeq DNA:NG_005636, RefSeq DNA:NT_078068	No	chr9	68773919	68809958		
PA142671179	595135	HGNC:18965	ENSG00000277778	phosphoglucomutase 5 pseudogene 2	PGM5P2			Yes	No	Ensembl:ENSG00000277778, GeneCard:PGM5P2, HGNC:HGNC:18965, NCBI Gene:595135, RefSeq DNA:NT_078070, RefSeq RNA:NR_002836	No	chr9	69080240	69147854	41007011	41074625
PA33246	283871	HGNC:8909	ENSG00000184207	phosphoglycolate phosphatase	PGP	"""aspartate-based, ubiquitous, Mg2+-dependent phosphatase"", ""glycerol-3-phosphate phosphatase"""	AUM, G3PP	Yes	No	Ensembl:ENSG00000184207, GenAtlas:PGP, GeneCard:PGP, HGNC:HGNC:8909, HumanCyc Gene:HS11952, ModBase:A6NDG6, NCBI Gene:283871, OMIM:172280, RefSeq DNA:NT_010393, RefSeq Protein:NP_001035830, RefSeq RNA:NM_001042371, UniProtKB:A6NDG6	No	chr16	2261603	2264822	2211602	2214827
PA33247	54858	HGNC:13568	ENSG00000130517	pyroglutamyl-peptidase I	PGPEP1	pyroglutamyl aminopeptidase	PGP, PGP-I, PGPI, Pcp	Yes	No	Comparative Toxicogenomics Database:54858, Ensembl:ENSG00000130517, GenAtlas:PGPEP1, GeneCard:PGPEP1, HGNC:HGNC:13568, HumanCyc Gene:HS05394, ModBase:Q9NXJ5, NCBI Gene:54858, OMIM:610694, RefSeq DNA:NT_011295, RefSeq Protein:NP_060182, RefSeq RNA:NM_017712, UCSC Genome Browser:NM_017712, UniProtKB:Q9NXJ5	No	chr19	18451397	18480763	18340573	18369953
PA165479208	145814	HGNC:27080	ENSG00000183571	pyroglutamyl-peptidase I like	PGPEP1L	pyroglutamyl-peptidase I-like		Yes	No	Ensembl:ENSG00000183571, GeneCard:PGPEP1L, HGNC:HGNC:27080, NCBI Gene:145814, RefSeq DNA:NT_010274, RefSeq Protein:NP_001096082, RefSeq Protein:NP_001161374, RefSeq RNA:NM_001102612, RefSeq RNA:NM_001167902, UniProtKB:A6NFU8	No	chr15	99511459	99551024	98968230	99007795
PA266	5241	HGNC:8910	ENSG00000082175	progesterone receptor	PGR		NR3C3, PR	Yes	Yes	Comparative Toxicogenomics Database:5241, Ensembl:ENSG00000082175, GenAtlas:PGR, GeneCard:PGR, HGNC:HGNC:8910, HumanCyc Gene:HS01415, ModBase:P06401, NCBI Gene:5241, OMIM:607311, RefSeq DNA:NG_016475, RefSeq DNA:NT_033899, RefSeq Protein:NP_000917, RefSeq Protein:NP_001189403, RefSeq RNA:NM_000926, RefSeq RNA:NM_001202474, UCSC Genome Browser:NM_000926, UniProtKB:P06401	No	chr11	100900355	101000544	101029624	101130681
PA33248	10857	HGNC:16090	ENSG00000101856	progesterone receptor membrane component 1	PGRMC1		HPR6.6	Yes	No	Comparative Toxicogenomics Database:10857, Ensembl:ENSG00000101856, GenAtlas:PGRMC1, GeneCard:PGRMC1, HGNC:HGNC:16090, HumanCyc Gene:HS02309, ModBase:O00264, NCBI Gene:10857, OMIM:300435, RefSeq DNA:NG_016756, RefSeq DNA:NT_011786, RefSeq Protein:NP_006658, RefSeq RNA:NM_006667, UCSC Genome Browser:NM_006667, UniProtKB:O00264, UniProtKB:Q6IB11	No	chrX	118370211	118378429	119236245	119244466
PA33249	10424	HGNC:16089	ENSG00000164040	progesterone receptor membrane component 2	PGRMC2		DG6, PMBP	Yes	Yes	Comparative Toxicogenomics Database:10424, Ensembl:ENSG00000164040, GenAtlas:PGRMC2, GeneCard:PGRMC2, HGNC:HGNC:16089, HumanCyc Gene:HS08988, ModBase:O15173, NCBI Gene:10424, OMIM:607735, RefSeq DNA:NT_016354, RefSeq Protein:NP_006311, RefSeq RNA:NM_006320, UCSC Genome Browser:NM_006320	No	chr4	129190392	129209984	128269237	128288829
PA142671180	9489	HGNC:30029	ENSG00000087157	phosphatidylglycerophosphate synthase 1	PGS1	CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase	DKFZP762M186	Yes	No	Comparative Toxicogenomics Database:9489, Ensembl:ENSG00000087157, GeneCard:PGS1, HGNC:HGNC:30029, HumanCyc Gene:HS01560, ModBase:Q32NB8, NCBI Gene:9489, RefSeq DNA:NT_010783, RefSeq Protein:NP_077733, RefSeq RNA:NM_024419, UniProtKB:Q32NB8	No	chr17	76374705	76420740	78378618	78424659
PA134923900	221692	HGNC:20990	ENSG00000112137	phosphatase and actin regulator 1	PHACTR1		KIAA1733, RPEL1, dJ257A7.2	Yes	Yes	Comparative Toxicogenomics Database:221692, Ensembl:ENSG00000112137, GeneCard:PHACTR1, HGNC:HGNC:20990, ModBase:Q9C0D0, NCBI Gene:221692, OMIM:608723, RefSeq DNA:NT_007592, RefSeq Protein:NP_001229577, RefSeq Protein:NP_112210, RefSeq RNA:NM_001242648, RefSeq RNA:NM_030948, UniProtKB:Q9C0D0	No	chr6	12716888	13290476	12716635	13290484
PA134944445	9749	HGNC:20956	ENSG00000112419	phosphatase and actin regulator 2	PHACTR2		C6orf56, KIAA0680	Yes	No	Comparative Toxicogenomics Database:9749, Ensembl:ENSG00000112419, GeneCard:PHACTR2, HGNC:HGNC:20956, HumanCyc Gene:HS12775, ModBase:O75167, NCBI Gene:9749, OMIM:608724, RefSeq DNA:NT_025741, RefSeq Protein:NP_001093634, RefSeq Protein:NP_001093635, RefSeq Protein:NP_001093636, RefSeq Protein:NP_055536, RefSeq RNA:NM_001100164, RefSeq RNA:NM_001100165, RefSeq RNA:NM_001100166, RefSeq RNA:NM_014721, UniProtKB:B4DTH7, UniProtKB:O75167	No	chr6	143929317	144152322	143608180	143831185
PA128394750	116154	HGNC:15833	ENSG00000087495	phosphatase and actin regulator 3	PHACTR3	protein phosphatase 1, regulatory subunit 123	C20orf101, PPP1R123	Yes	No	Ensembl:ENSG00000087495, GenAtlas:PHACTR3, GeneCard:PHACTR3, HGNC:HGNC:15833, HumanCyc Gene:HS12297, ModBase:Q96KR7, NCBI Gene:116154, OMIM:608725, RefSeq DNA:NT_011362, RefSeq Protein:NP_001186434, RefSeq Protein:NP_001186435, RefSeq Protein:NP_542403, RefSeq Protein:NP_899067, RefSeq Protein:NP_899069, RefSeq RNA:NM_001199505, RefSeq RNA:NM_001199506, RefSeq RNA:NM_080672, RefSeq RNA:NM_183244, RefSeq RNA:NM_183246, UCSC Genome Browser:NM_080672, UniProtKB:B1AN68, UniProtKB:Q96KR7	No	chr20	58152564	58422766	59577497	59849829
PA134959472	65979	HGNC:25793	ENSG00000204138	phosphatase and actin regulator 4	PHACTR4	protein phosphatase 1, regulatory subunit 124	FLJ13171, PPP1R124	Yes	No	Ensembl:ENSG00000204138, GeneCard:PHACTR4, HGNC:HGNC:25793, ModBase:Q8IZ21, NCBI Gene:65979, OMIM:608726, RefSeq DNA:NT_004610, RefSeq Protein:NP_001041648, RefSeq Protein:NP_076412, RefSeq RNA:NM_001048183, RefSeq RNA:NM_023923, UniProtKB:Q8IZ21	No	chr1	28696093	28826881	28369574	28500369
PA166352047	80262	HGNC:29564		phagophore assembly factor 1	PHAF1	macro-autophagy and youth optimizer	C16orf6, C16orf70, FLJ12076, LIN10, MYTHO, lin-10	Yes	No	HGNC:HGNC:29564, NCBI Gene:80262	No		0	0	0	0
PA164724444	51808	HGNC:10241	ENSG00000164902	phosphorylated adaptor for RNA export	PHAX		FLJ13193, RNUXA	Yes	No	Ensembl:ENSG00000164902, GeneCard:PHAX, HGNC:HGNC:10241, HumanCyc Gene:HS11808, ModBase:Q9H814, NCBI Gene:51808, OMIM:604924, RefSeq DNA:NT_034772, RefSeq Protein:NP_115553, RefSeq RNA:NM_032177, UniProtKB:Q9H814	No	chr5	125936607	125962944	126600915	126627252
PA33251	5245	HGNC:8912	ENSG00000167085	prohibitin 1	PHB1	prohibitin	BAP32, PHB, PHB1	Yes	No	Comparative Toxicogenomics Database:5245, Ensembl:ENSG00000167085, GenAtlas:PHB, GeneCard:PHB, HGNC:HGNC:8912, HumanCyc Gene:HS09508, ModBase:P35232, NCBI Gene:5245, OMIM:114480, OMIM:176705, RefSeq DNA:NG_023046, RefSeq DNA:NT_010783, RefSeq Protein:NP_002625, RefSeq RNA:NM_002634, UCSC Genome Browser:NM_002634, UniProtKB:A8K401, UniProtKB:P35232	No	chr17	47481410	47492267	49404048	49414905
PA142671181	11331	HGNC:30306	ENSG00000215021	prohibitin 2	PHB2	B cell receptor associated protein 37	BCAP37, Bap37, REA, p22	Yes	Yes	Comparative Toxicogenomics Database:11331, Ensembl:ENSG00000215021, GeneCard:PHB2, HGNC:HGNC:30306, ModBase:Q99623, NCBI Gene:11331, OMIM:610704, RefSeq DNA:NT_009759, RefSeq Protein:NP_001138303, RefSeq Protein:NP_009204, RefSeq RNA:NM_001144831, RefSeq RNA:NM_007273, UniProtKB:Q99623	No	chr12	7074515	7079981	6965352	6970823
PA27619	1911	HGNC:3182	ENSG00000111752	polyhomeotic homolog 1	PHC1	polyhomeotic homolog 1 (Drosophila)	EDR1, HPH1, RAE28	Yes	Yes	Comparative Toxicogenomics Database:1911, Ensembl:ENSG00000111752, GeneCard:PHC1, HGNC:HGNC:3182, HumanCyc Gene:HS03461, HumanCyc Gene:HS11423, ModBase:P78364, NCBI Gene:1911, OMIM:602978, RefSeq DNA:NT_009714, RefSeq Protein:NP_004417, RefSeq RNA:NM_004426, UCSC Genome Browser:NM_004426, UniProtKB:P78364, UniProtKB:Q6GMQ3	No	chr12	9067292	9094063	8914664	8941467
PA162399294	653441	HGNC:34502	ENSG00000179899	polyhomeotic homolog 1 (Drosophila) pseudogene 1	PHC1P1			Yes	No	Ensembl:ENSG00000179899, GeneCard:PHC1P1, HGNC:HGNC:34502, NCBI Gene:653441, RefSeq DNA:NG_009754, RefSeq DNA:NT_029419	No	chr12	55803470	55808727	55409686	55414943
PA27620	1912	HGNC:3183	ENSG00000134686	polyhomeotic homolog 2	PHC2	polyhomeotic homolog 2 (Drosophila)	EDR2, HPH2	Yes	No	Comparative Toxicogenomics Database:1912, Ensembl:ENSG00000134686, GeneCard:PHC2, HGNC:HGNC:3183, HumanCyc Gene:HS05900, ModBase:Q96BL4, NCBI Gene:1912, OMIM:602979, RefSeq DNA:NT_032977, RefSeq Protein:NP_004418, RefSeq Protein:NP_932157, RefSeq RNA:NM_004427, RefSeq RNA:NM_198040, UCSC Genome Browser:NM_004427, UniProtKB:Q8IXK0	No	chr1	33789224	33841194	33323623	33431017
PA134886018	80012	HGNC:15682	ENSG00000173889	polyhomeotic homolog 3	PHC3	early development regulator 3, polyhomeotic homolog 3 (Drosophila), polyhomeotic like 3	EDR3, FLJ12729, FLJ12967, HPH3	Yes	No	Ensembl:ENSG00000173889, GeneCard:PHC3, HGNC:HGNC:15682, HumanCyc Gene:HS16268, ModBase:Q8NDX5, NCBI Gene:80012, RefSeq DNA:NT_005612, RefSeq Protein:NP_079223, RefSeq RNA:NM_024947, UniProtKB:Q8NDX5	No	chr3	169805368	169899537	170087580	170181779
PA143485466	144717	HGNC:26509	ENSG00000198324	PH domain containing endocytic trafficking adaptor 1	PHETA1	"""Sesquipedalian-1"", ""family with sequence similarity 109, member A"", ""inositol polyphosphate phosphatase-interacting protein A"""	FAM109A, FLJ32356, IPIP27A, SES1	Yes	No	Comparative Toxicogenomics Database:144717, Ensembl:ENSG00000198324, GeneCard:FAM109A, HGNC:HGNC:26509, ModBase:Q8N4B1, NCBI Gene:144717, RefSeq DNA:NG_021347, RefSeq DNA:NT_009775, RefSeq Protein:NP_001171467, RefSeq Protein:NP_001171468, RefSeq Protein:NP_653272, RefSeq RNA:NM_001177996, RefSeq RNA:NM_001177997, RefSeq RNA:NM_144671, UniProtKB:Q8N4B1	No	chr12	111798455	111806925	111360651	111369121
PA143485467	150368	HGNC:27161	ENSG00000177096	PH domain containing endocytic trafficking adaptor 2	PHETA2	"""Sesquipedalian-2"", ""family with sequence similarity 109, member B"", ""inositol polyphosphate phosphatase-interacting protein B"""	DKFZp686J07229, FAM109B, IPIP27B, SES2	Yes	Yes	Ensembl:ENSG00000177096, GeneCard:FAM109B, HGNC:HGNC:27161, ModBase:Q6ICB4, NCBI Gene:150368, RefSeq DNA:NT_011520, RefSeq Protein:NP_001002034, RefSeq RNA:NM_001002034, UniProtKB:Q6ICB4	No	chr22	42470255	42475445	42074244	42079438
PA33258	5251	HGNC:8918	ENSG00000102174	phosphate regulating endopeptidase X-linked	PHEX	"""PHEX peptidase"", ""Phosphate-regulating neutral endopeptidase"", ""phosphate regulating endopeptidase homolog X-linked"", ""phosphate regulating endopeptidase homolog, X-linked"""	HPDR, HPDR1, HYP, HYP1, PEX, XLH	Yes	No	Comparative Toxicogenomics Database:5251, Ensembl:ENSG00000102174, GenAtlas:PHEX, GeneCard:PHEX, HGNC:HGNC:8918, HumanCyc Gene:HS02363, ModBase:P78562, NCBI Gene:5251, OMIM:300550, OMIM:307800, RefSeq DNA:NG_007563, RefSeq DNA:NT_167197, RefSeq Protein:NP_000435, RefSeq RNA:NM_000444, UCSC Genome Browser:NM_000444, UniProtKB:P78562	No	chrX	22050921	22266478	22032327	22251310
PA33259	5252	HGNC:8919	ENSG00000112511, ENSG00000225553	PHD finger protein 1	PHF1	polycomb-like 1, tudor domain containing 19C	MTF2L2, PCL1, TDRD19C	Yes	No	Comparative Toxicogenomics Database:5252, Ensembl:ENSG00000112511, Ensembl:ENSG00000225553, GenAtlas:PHF1, GeneCard:PHF1, HGNC:HGNC:8919, HumanCyc Gene:HS03583, ModBase:O43189, NCBI Gene:5252, OMIM:602881, RefSeq DNA:NT_007592, RefSeq DNA:NT_167249, RefSeq Protein:NP_002627, RefSeq Protein:NP_077084, RefSeq RNA:NM_002636, RefSeq RNA:NM_024165, RefSeq RNA:NR_027692, UCSC Genome Browser:NM_002636, UniProtKB:O43189	No	chr6	33378773	33384230	33410751	33416453
PA134972675	55274	HGNC:18250	ENSG00000130024	PHD finger protein 10	PHF10		BAF45a, FLJ10975, SMARCG4, XAP135	Yes	No	Comparative Toxicogenomics Database:55274, Ensembl:ENSG00000130024, GeneCard:PHF10, HGNC:HGNC:18250, HumanCyc Gene:HS05330, ModBase:Q8WUB8, NCBI Gene:55274, OMIM:613069, RefSeq DNA:NT_025741, RefSeq Protein:NP_060758, RefSeq Protein:NP_579866, RefSeq RNA:NM_018288, RefSeq RNA:NM_133325, UniProtKB:Q8WUB8	No	chr6	170104001	170124106	169703902	169724049
PA134937462	158905	HGNC:23210	ENSG00000228986	PHD finger protein 10 pseudogene 1	PHF10P1		XAP135P	Yes	No	Ensembl:ENSG00000228986, GeneCard:PHF10P1, HGNC:HGNC:23210, NCBI Gene:158905, RefSeq DNA:NG_005114, RefSeq DNA:NT_167198	No	chrX	154521164	154522831	155291939	155293441
PA134947696	51131	HGNC:17024	ENSG00000136147	PHD finger protein 11	PHF11	IgE responsiveness (atopic)	BCAP, IGER, NY-REN-34	Yes	No	Comparative Toxicogenomics Database:51131, Ensembl:ENSG00000136147, GeneCard:PHF11, HGNC:HGNC:17024, HumanCyc Gene:HS06119, ModBase:Q9UIL8, NCBI Gene:51131, OMIM:147050, OMIM:600807, OMIM:607796, RefSeq DNA:NT_024524, RefSeq Protein:NP_001035533, RefSeq Protein:NP_001035534, RefSeq RNA:NM_001040443, RefSeq RNA:NM_001040444, UniProtKB:Q9UIL8	No	chr13	50069746	50103123	49495610	49528992
PA134954478	57649	HGNC:20816	ENSG00000109118	PHD finger protein 12	PHF12		KIAA1523, PF1	Yes	No	Ensembl:ENSG00000109118, GeneCard:PHF12, HGNC:HGNC:20816, ModBase:Q96QT6, NCBI Gene:57649, RefSeq DNA:NT_010799, RefSeq Protein:NP_001028733, RefSeq Protein:NP_065940, RefSeq RNA:NM_001033561, RefSeq RNA:NM_020889, UniProtKB:Q96QT6	No	chr17	27232264	27278622	28905250	28951490
PA134901883	148479	HGNC:22983	ENSG00000116273	PHD finger protein 13	PHF13		MGC43399	Yes	No	Comparative Toxicogenomics Database:148479, Ensembl:ENSG00000116273, GeneCard:PHF13, HGNC:HGNC:22983, HumanCyc Gene:HS04004, ModBase:Q86YI8, NCBI Gene:148479, RefSeq DNA:NT_021937, RefSeq Protein:NP_722519, RefSeq RNA:NM_153812, UniProtKB:B3KUQ7, UniProtKB:Q86YI8	No	chr1	6673756	6684093	6613696	6624033
PA134867397	9678	HGNC:22203	ENSG00000106443	PHD finger protein 14	PHF14		KIAA0783	Yes	No	Comparative Toxicogenomics Database:9678, Ensembl:ENSG00000106443, GeneCard:PHF14, HGNC:HGNC:22203, HumanCyc Gene:HS02909, ModBase:O94880, NCBI Gene:9678, RefSeq DNA:NT_007819, RefSeq DNA:NT_079592, RefSeq Protein:NP_001007158, RefSeq Protein:NP_055475, RefSeq RNA:NM_001007157, RefSeq RNA:NM_014660, RefSeq RNA:NR_033435, RefSeq RNA:NR_033436, UniProtKB:B4DG57, UniProtKB:O94880	No	chr7	11013495	11209250	10973834	11188565
PA134911501	26147	HGNC:24566	ENSG00000119403	PHD finger protein 19	PHF19	polycomb-like 3, tudor domain containing 19B	DKFZP727G051, MTF2L1, PCL3, TDRD19B	Yes	No	Ensembl:ENSG00000119403, GeneCard:PHF19, HGNC:HGNC:24566, ModBase:Q5T6S3, NCBI Gene:26147, OMIM:609740, RefSeq DNA:NT_008470, RefSeq Protein:NP_001009936, RefSeq Protein:NP_056466, RefSeq RNA:NM_001009936, RefSeq RNA:NM_015651, UniProtKB:B3KV88, UniProtKB:Q5T6S3	No	chr9	123617929	123657168	120855651	120901967
PA33260	5253	HGNC:8920	ENSG00000197724	PHD finger protein 2	PHF2	centromere protein 35, jumonji C domain-containing histone demethylase 1E, lysine demethylase 7C	CENP-35, JHDM1E, KDM7C, KIAA0662	Yes	No	Ensembl:ENSG00000197724, GenAtlas:PHF2, GeneCard:PHF2, HGNC:HGNC:8920, ModBase:O75151, NCBI Gene:5253, OMIM:604351, RefSeq DNA:NT_008470, RefSeq Protein:NP_005383, RefSeq RNA:NM_005392, UCSC Genome Browser:NM_005392, UniProtKB:O75151	No	chr9	96338909	96441869	93576627	93679587
PA25644	51230	HGNC:16098	ENSG00000025293	PHD finger protein 20	PHF20	tudor domain containing 20A	C20orf104, TDRD20A, dJ1121G12.1	Yes	No	Comparative Toxicogenomics Database:51230, Ensembl:ENSG00000025293, GenAtlas:PHF20, GeneCard:PHF20, HGNC:HGNC:16098, HumanCyc Gene:HS00439, ModBase:Q9NZ22, NCBI Gene:51230, OMIM:610335, RefSeq DNA:NT_011362, RefSeq Protein:NP_057520, RefSeq RNA:NM_016436, UCSC Genome Browser:NM_016436, UniProtKB:Q566Q2, UniProtKB:Q9BVI0	No	chr20	34359923	34538292	35771999	35950377
PA134874888	51105	HGNC:24280	ENSG00000129292	PHD finger protein 20 like 1	PHF20L1	PHD finger protein 20-like 1, tudor domain containing 20B	CGI-72, FLJ13649, FLJ21615, MGC64923, TDRD20B	Yes	No	Comparative Toxicogenomics Database:51105, Ensembl:ENSG00000129292, GeneCard:PHF20L1, HGNC:HGNC:24280, HumanCyc Gene:HS05267, ModBase:Q86U89, NCBI Gene:51105, RefSeq DNA:NT_008046, RefSeq Protein:NP_057102, RefSeq Protein:NP_115581, RefSeq Protein:NP_940915, RefSeq RNA:NM_016018, RefSeq RNA:NM_032205, RefSeq RNA:NM_198513, UniProtKB:A8MW92, UniProtKB:Q9H8G4	No	chr8	133787604	133861052	132775358	132848807
PA134977844	51317	HGNC:24156	ENSG00000135365	PHD finger protein 21A	PHF21A		BHC80, BM-006, KIAA1696	Yes	No	Comparative Toxicogenomics Database:51317, Ensembl:ENSG00000135365, GeneCard:PHF21A, HGNC:HGNC:24156, HumanCyc Gene:HS05988, ModBase:Q96BD5, NCBI Gene:51317, OMIM:608325, RefSeq DNA:NT_009237, RefSeq Protein:NP_001095272, RefSeq Protein:NP_057705, RefSeq RNA:NM_001101802, RefSeq RNA:NM_016621, UniProtKB:Q96BD5	No	chr11	45950870	46142985	45929319	46121434
PA134872136	112885	HGNC:25161	ENSG00000056487	PHD finger protein 21B	PHF21B		BHC80L, FLJ34161, PHF4	Yes	No	Ensembl:ENSG00000056487, GeneCard:PHF21B, HGNC:HGNC:25161, HumanCyc Gene:HS00695, ModBase:Q96EK2, NCBI Gene:112885, RefSeq DNA:NT_011520, RefSeq Protein:NP_001129334, RefSeq Protein:NP_001229379, RefSeq Protein:NP_612424, RefSeq RNA:NM_001135862, RefSeq RNA:NM_001242450, RefSeq RNA:NM_138415, UniProtKB:Q96EK2	No	chr22	45277042	45405809	44881162	45009928
PA142671175	79142	HGNC:28428	ENSG00000040633	PHD finger protein 23	PHF23		FLJ16355, MGC2941	Yes	No	Comparative Toxicogenomics Database:79142, Ensembl:ENSG00000040633, GeneCard:PHF23, HGNC:HGNC:28428, HumanCyc Gene:HS00550, ModBase:Q9BUL5, NCBI Gene:79142, OMIM:612910, RefSeq DNA:NT_010718, RefSeq Protein:NP_077273, RefSeq RNA:NM_024297, UniProtKB:Q9BUL5	No	chr17	7138347	7142825	7235028	7239506
PA134993280	23349	HGNC:29180	ENSG00000122733	PHD finger protein 24	PHF24	GÎ± inhibitory interacting protein, Gα inhibitory interacting protein	GINIP, KIAA1045	Yes	No	Ensembl:ENSG00000122733, GeneCard:KIAA1045, HGNC:HGNC:29180, ModBase:Q9UPV7, NCBI Gene:23349, RefSeq DNA:NT_008413, RefSeq Protein:NP_056112, RefSeq RNA:NM_015297, UniProtKB:Q9UPV7	No	chr9	34957484	34982541	34810040	34982544
PA165505339	100873793	HGNC:38808	ENSG00000226057	PHD finger protein 2 pseudogene 2	PHF2P2			Yes	No	Ensembl:ENSG00000226057, HGNC:HGNC:38808, NCBI Gene:100873793	No	chr13	19520864	19527032	18946755	18965392
PA33261	23469	HGNC:8921	ENSG00000118482	PHD finger protein 3	PHF3			Yes	No	Comparative Toxicogenomics Database:23469, Ensembl:ENSG00000118482, GenAtlas:PHF3, GeneCard:PHF3, HGNC:HGNC:8921, HumanCyc Gene:HS04220, ModBase:Q92576, NCBI Gene:23469, OMIM:607789, RefSeq DNA:NT_007299, RefSeq Protein:NP_055968, RefSeq RNA:NM_015153, UCSC Genome Browser:NM_015153, UniProtKB:Q92576	No	chr6	64345707	64424407	63635802	63715522
PA134876104	84844	HGNC:18000	ENSG00000100410	PHD finger protein 5A	PHF5A	splicing factor 3b, subunit 7	INI, MGC1346, Rds3, SAP14b, SF3B7, SF3b14b, bK223H9.2	Yes	No	Comparative Toxicogenomics Database:84844, Ensembl:ENSG00000100410, GeneCard:PHF5A, HGNC:HGNC:18000, HumanCyc Gene:HS02076, ModBase:Q7RTV0, NCBI Gene:84844, RefSeq DNA:NT_011520, RefSeq Protein:NP_116147, RefSeq RNA:NM_032758, UniProtKB:Q7RTV0	No	chr22	41855721	41864708	41459717	41468704
PA142671176	450232	HGNC:32385	ENSG00000267178	PHD finger protein 5C pseudogene	PHF5CP			Yes	No	Ensembl:ENSG00000267178, HGNC:HGNC:32385, NCBI Gene:450232, RefSeq DNA:NG_004711, RefSeq DNA:NT_011295	No	chr19	19698415	19699248	19587606	19588439
PA33263	84295	HGNC:18145	ENSG00000156531	PHD finger protein 6	PHF6	centromere protein 31	BFLS, BORJ, CENP-31, KIAA1823, MGC14797	Yes	No	Comparative Toxicogenomics Database:84295, Ensembl:ENSG00000156531, GenAtlas:PHF6, GeneCard:PHF6, HGNC:HGNC:18145, HumanCyc Gene:HS08138, ModBase:Q8IWS0, NCBI Gene:84295, OMIM:300414, OMIM:301900, RefSeq DNA:NG_008886, RefSeq DNA:NT_011786, RefSeq Protein:NP_001015877, RefSeq Protein:NP_115711, RefSeq Protein:NP_115834, RefSeq RNA:NM_001015877, RefSeq RNA:NM_032335, RefSeq RNA:NM_032458, UCSC Genome Browser:NM_032335, UniProtKB:A8K230, UniProtKB:Q8IWS0	No	chrX	133507324	133562822	134373312	134428792
PA38541	51533	HGNC:18458	ENSG00000010318	PHD finger protein 7	PHF7		HSPC226, NYD-SP6	Yes	No	Comparative Toxicogenomics Database:51533, Ensembl:ENSG00000010318, GenAtlas:PHF7, GeneCard:PHF7, HGNC:HGNC:18458, HumanCyc Gene:HS12036, ModBase:Q9BWX1, NCBI Gene:51533, RefSeq DNA:NT_022517, RefSeq Protein:NP_057567, RefSeq Protein:NP_775463, RefSeq RNA:NM_016483, RefSeq RNA:NM_173341, UCSC Genome Browser:NM_016483, UniProtKB:A6NGR3, UniProtKB:Q9BWX1, UniProtKB:Q9NS08	No	chr3	52444577	52457657	52410508	52423641
